City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
338,santa cruz de la palma,ES,69.94,clear sky,28.6835,-17.7642,H10 Taburiente Playa
339,yellandu,IN,77.4,overcast clouds,17.6,80.3333,Varalaxmi
340,faanui,PF,77.47,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
342,rizhao,CN,61.2,clear sky,35.4275,119.4553,Novotel Rizhao Suning
346,xining,CN,50.7,overcast clouds,36.6167,101.7667,Super Leisure Hotel
347,camacha,PT,69.22,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
351,jacksonville,US,60.91,clear sky,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
353,meridian,US,61.72,clear sky,43.6121,-116.3915,Courtyard by Marriott Boise West/Meridian
354,eureka,US,61.66,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
359,casablanca,MA,75.33,overcast clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
362,karachi,PK,73.22,mist,24.9056,67.0822,Sadaat
365,port blair,IN,78.84,very heavy rain,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
372,penhold,CA,59.74,clear sky,52.1334,-113.8687,Harvard Park Business Ctr Ltd
373,ashington,GB,56.82,overcast clouds,50.9331,-0.3909,Tirol House
374,ilo,PE,60.76,scattered clouds,-17.6394,-71.3375,Torreblanca Hotel
375,rawson,AR,69.15,clear sky,-43.3002,-65.1023,Hosteria Sampedro
379,ha giang,VN,75.34,overcast clouds,22.8333,104.9833,Truong Xuan Resort
380,ponta delgada,PT,63.32,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
382,bria,CF,68.16,overcast clouds,6.5423,21.9863,WFP Guesthouse
383,namibe,AO,64.47,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
384,ndago,TZ,65.08,broken clouds,-4.6,34.35,N/A
385,trenggalek,ID,78.1,overcast clouds,-8.05,111.7167,OYO 2966 Hotel Atriaz
387,goya,AR,62.87,clear sky,-29.14,-59.2626,Apart Costanera Goya
388,korla,CN,59.88,broken clouds,41.7597,86.1469,Gulisitan Hotel
389,dunedin,NZ,55.8,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
390,kumluca,TR,70.45,scattered clouds,36.3703,30.2869,Akkol Apart
391,mandiana,GN,73.81,clear sky,10.6333,-8.6833,Centre d'accueil de Mandiana
392,pithoragarh,IN,53.28,clear sky,29.5833,80.2167,Hipostel Pithoragarh (Cafe Morrison)
393,hasaki,JP,59.4,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
396,cidreira,BR,64.54,overcast clouds,-30.1811,-50.2056,Hotel Castelo
397,burnie,AU,64.09,clear sky,-41.0667,145.9167,Beachfront Voyager Motor Inn
398,nizwa,OM,76.15,broken clouds,22.9333,57.5333,Orient Apartments
400,pochutla,MX,71.82,light rain,15.7432,-96.4661,Hotel Posada San Jose
403,cayenne,GF,77.04,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
404,prince rupert,CA,56.89,moderate rain,54.3161,-130.3201,Crest Hotel
405,xiongyue,CN,61.11,clear sky,40.1774,122.1228,Samsung Business Hotel
406,bridlington,GB,52.9,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
411,murakami,JP,62.49,overcast clouds,38.2333,139.4833,Senami Grand Hotel Haginoya
413,constantine,DZ,58.41,clear sky,36.365,6.6147,Grand Hotel Cirta
414,kinsale,IE,58.37,broken clouds,51.7075,-8.5306,Actons Hotel Kinsale
415,acajutla,SV,78.69,overcast clouds,13.5928,-89.8275,CASA DE LA PERRA
416,olavarria,AR,56.01,scattered clouds,-36.8927,-60.3225,Hotel Santa Rosa
417,olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
418,waipawa,NZ,50.05,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
419,parau,NZ,64.35,scattered clouds,-36.9672,174.6141,Waterfront Titirangi
421,ichinohe,JP,55.08,scattered clouds,40.2069,141.3017,鳥越旅館
422,jacareacanga,BR,71.69,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
427,denia,ES,71.74,broken clouds,38.8408,0.1057,Hotel Port Dénia
428,venice,US,73.0,overcast clouds,27.0998,-82.4543,A Beach Retreat On Casey Key
429,maxixe,MZ,71.67,broken clouds,-23.8597,35.3472,Oceano
430,aguas vermelhas,BR,62.24,clear sky,-15.7472,-41.46,N/A
431,seoul,KR,56.77,clear sky,37.5683,126.9778,LOTTE HOTEL SEOUL
432,lucapa,AO,63.99,broken clouds,-8.4192,20.7447,Lírio Mendes
433,maringa,BR,69.67,clear sky,-23.4253,-51.9386,Hotel Metrópole Maringá
434,kutum,SD,69.22,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
435,masallatah,LY,66.94,light rain,32.6167,14.0,Mustafa Taher Sowaidan
438,natal,BR,77.22,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
439,avila,ES,51.66,broken clouds,40.5833,-5.0,El Carrascal
440,campo grande,BR,69.35,broken clouds,-20.4428,-54.6464,Residencial e Hotel Sênior Salmos 23
441,miranda,CO,68.13,overcast clouds,3.2499,-76.2281,unidiversidad organica la utopia
442,eyl,SO,77.94,clear sky,7.9803,49.8164,EYL AQUE SYSTEM
444,hervey bay,AU,71.02,light rain,-25.2986,152.8535,Shelly Bay Resort
445,boqueirao,BR,72.95,scattered clouds,-7.5,-36.1333,Hotel Chique Chique
447,la ronge,CA,53.85,clear sky,55.1001,-105.2842,Northland Motor Hotel
450,saquena,PE,74.01,overcast clouds,-4.6667,-73.5167,N/A
451,jamshedpur,IN,73.22,fog,22.8,86.1833,Ginger Jamshedpur
452,hampton,US,51.82,clear sky,37.0299,-76.3452,Embassy Suites by Hilton Hampton Convention Center
456,kaeo,NZ,67.32,clear sky,-35.1,173.7833,Bushido Lodge
460,sunbury,AU,73.38,clear sky,-37.5833,144.7333,Sunbury Motor Inn
462,ahipara,NZ,60.49,clear sky,-35.1667,173.1667,Ahipara Holiday Park
464,salalah,OM,74.93,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
465,fort nelson,CA,54.99,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
466,manggar,ID,78.4,overcast clouds,-2.8833,108.2667,Guest Hotel
467,havre,FR,60.57,clear sky,49.5833,0.3333,gite bois jourdain
469,hirara,JP,75.47,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
470,naze,JP,72.52,overcast clouds,28.3667,129.4833,Shishime Hotel
471,samana,DO,76.89,clear sky,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
472,gat,IL,66.88,clear sky,31.61,34.7642,OlusHome
475,omidiyeh,IR,69.67,overcast clouds,30.7597,49.705,Royal Complex
476,green river,US,57.6,clear sky,41.5286,-109.4662,Hampton Inn & Suites Green River
479,esna,EG,68.02,overcast clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
481,waddan,LY,64.4,few clouds,29.1614,16.139,محل الشريف محمد العايب
482,chavinda,MX,62.65,light rain,20.0167,-102.45,casa del que anuncia
484,beni,CD,61.11,overcast clouds,0.5,29.4667,Albertine hotel
486,komsomolskiy,UZ,54.32,light intensity shower rain,40.4272,71.7189,Ikathouse
490,dali,CN,63.36,scattered clouds,25.7,100.1833,Dali Travelling With Hostel
492,chitrakonda,IN,75.76,broken clouds,18.1167,82.0833,Dantunaguda
494,guerrero negro,MX,71.76,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
498,ordubad,AZ,54.84,clear sky,38.9059,46.0234,Ordubad Oteli
499,yulara,AU,75.49,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
502,corowa,AU,75.29,scattered clouds,-36.0333,146.3833,Statesman Motor Inn
504,amari,GR,60.82,broken clouds,35.2267,24.6508,Alexander Hotel - Gerakari
510,nanga eboko,CM,66.78,light rain,4.6833,12.3667,Motel Papi Palace
511,victor harbor,AU,70.68,few clouds,-35.5667,138.6167,McCracken Country Club
512,champa,IN,77.27,clear sky,22.05,82.65,Hotel Jaipuria
514,siverek,TR,66.4,clear sky,37.755,39.3167,Mercan Hotel
515,inhambane,MZ,72.68,broken clouds,-23.865,35.3833,Oceano
518,svaty jur,SK,58.78,scattered clouds,48.2522,17.2154,Hotel Maxim
519,culebra,PR,79.0,clear sky,18.303,-65.301,Palmetto Guesthouse
520,zhangye,CN,59.94,scattered clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
521,benguela,AO,72.01,few clouds,-12.5763,13.4055,Hotel Praia Morena
522,ulma,DE,53.56,few clouds,48.3984,9.9916,Orange Hotel und Apartments
524,hohhot,CN,55.69,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
525,pocone,BR,76.35,light rain,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
526,ustka,PL,51.66,scattered clouds,54.5805,16.8619,Hotel Royal Baltic Luxury Boutique
533,konskie,PL,53.24,broken clouds,51.1917,20.4061,Agroturystyka Barycz - Domek Marcel
534,mount gambier,AU,70.43,clear sky,-37.8333,140.7667,The Commodore
535,buchanan,LR,76.6,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
538,canto do buriti,BR,77.23,clear sky,-8.11,-42.9444,Novo Hotel
544,arroio dos ratos,BR,62.87,overcast clouds,-30.0772,-51.7292,Hotel do Sul
545,sambava,MG,70.66,light rain,-14.2667,50.1667,Melrose
546,ketchikan,US,55.38,heavy intensity rain,55.3422,-131.6461,Snow's Cove Lodge
548,yerkoy,TR,51.28,few clouds,39.6381,34.4672,Yerköy Öğretmenevi
549,ibra,OM,74.61,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
551,bonavista,CA,50.59,scattered clouds,48.6499,-53.1147,Sweet Sharons bnb
552,belle fourche,US,55.51,clear sky,44.6714,-103.8522,Super 8 by Wyndham Belle Fourche SD
553,englewood,US,56.64,clear sky,39.6478,-104.9878,InTown Suites Extended Stay Denver CO - Englewood
554,bandarbeyla,SO,77.25,clear sky,9.4942,50.8122,JABIR HOTEL
555,conceicao da barra,BR,74.26,scattered clouds,-18.5933,-39.7322,Cricaré Praia Hotel
556,sao bento,BR,72.9,clear sky,-6.2833,-37.75,N/A
560,marovoay,MG,69.57,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
561,bilma,NE,73.17,clear sky,18.6853,12.9164,Expeditions Ténére voyages
564,damghan,IR,57.69,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
565,vila,PT,54.48,light rain,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
567,ascension,US,51.08,clear sky,30.2169,-90.9001,Highland Inn
568,havelock,US,53.92,clear sky,34.8791,-76.9013,Sherwood Motel
573,lydenburg,ZA,56.1,overcast clouds,-25.0978,30.4597,The Palms Boutique Hotel
574,ukiah,US,70.65,scattered clouds,39.1502,-123.2078,Hampton Inn Ukiah
576,grand gaube,MU,70.2,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
580,sao felix do xingu,BR,74.66,broken clouds,-6.6447,-51.995,Rio Xingu Camping
582,sao joao da barra,BR,73.13,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
583,galdar,ES,70.3,clear sky,28.147,-15.6502,Hostel Guide
586,oda,JP,59.77,few clouds,35.1833,132.5,Sky Hotel Oda
588,ngunguru,NZ,62.33,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
589,rio grande,BR,63.12,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
591,kikwit,CD,69.42,light rain,-5.041,18.8162,HOTEL PLACE YALABA
592,portland,US,66.2,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
594,saint-joseph,RE,73.47,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
595,qurayyat,SA,62.78,clear sky,31.3318,37.3428,Resorts Kandel
596,ixtapa,MX,76.62,scattered clouds,20.7,-105.2,hotel la terminal
597,riyadh,SA,68.14,overcast clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
598,channel-port aux basques,CA,53.29,few clouds,47.5702,-59.1367,St. Christopher's Hotel
599,gladstone,AU,71.78,light rain,-23.85,151.25,Highpoint International Hotel
602,gland,CH,60.91,clear sky,46.4208,6.2701,Hôtel La Barcarolle
603,trairi,BR,78.33,scattered clouds,-3.2778,-39.2689,janelas do mar
604,novouzensk,RU,50.18,overcast clouds,50.4592,48.1431,Gostinichnyy Domik
605,general roca,AR,59.18,broken clouds,-39.0333,-67.5833,Hotel El Recreo
606,torres,BR,66.83,overcast clouds,-29.3353,-49.7269,Farol Hotel
607,huicheng,CN,71.17,overcast clouds,23.0385,116.2899,Huilai Hotel
608,basoko,CD,71.2,overcast clouds,1.2391,23.616,Jackyna Hotel
611,gamba,GA,76.8,overcast clouds,-2.65,10.0,N/A
613,pindi gheb,PK,74.28,clear sky,33.2402,72.2661,Mohallah Masjid Ghulam shah
615,pita,GN,71.17,overcast clouds,10.8333,-12.5833,N/A
620,sechura,PE,63.21,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
621,bingol,TR,58.05,broken clouds,38.8847,40.4939,Vali Konağı
624,birao,CF,72.16,clear sky,10.2849,22.7882,N/A
626,emerald,AU,78.35,overcast clouds,-23.5333,148.1667,The Irish Village
627,mao,ES,70.36,overcast clouds,39.8885,4.2658,ARTIEM Capri
628,redmond,US,61.48,clear sky,47.674,-122.1215,Seattle Marriott Redmond
631,huilong,CN,63.37,clear sky,31.8111,121.655,Hilton Garden Inn Qidong
634,shakawe,BW,66.78,overcast clouds,-18.3667,21.85,EdenWood Lodge
636,itupeva,BR,68.05,light rain,-23.1531,-47.0578,Itupeva Plaza Hotel
637,arcata,US,62.74,fog,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
639,hobyo,SO,77.56,light rain,5.3505,48.5268,Halane Hotel and Restaurent
640,simitli,BG,54.32,clear sky,41.8833,23.1167,hotel Nice
641,ishigaki,JP,74.68,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
644,chipinge,ZW,58.08,overcast clouds,-20.1883,32.6236,Chipinge Breeze Lodge
645,norden,DE,53.96,scattered clouds,53.6,7.2,Hotel Aquarius
647,bekwai,GH,70.36,broken clouds,6.4534,-1.5774,Annex Plaza Hotel
648,oudtshoorn,ZA,61.16,scattered clouds,-33.5907,22.2014,Earthbound Guest House
653,riberalta,BO,74.71,overcast clouds,-10.9833,-66.1,Hotel Colonial
656,ondjiva,AO,71.87,broken clouds,-17.0667,15.7333,COMBUESA
660,mitu,CO,72.48,broken clouds,1.1983,-70.1733,N/A
662,siuna,NI,72.48,overcast clouds,13.7332,-84.7773,hotel los chinitos
663,arua,UG,64.22,overcast clouds,3.0201,30.9111,Golden Courts Hotel
664,salihli,TR,55.72,clear sky,38.4826,28.1477,Ozcelik Hotel
665,micheweni,TZ,74.26,clear sky,-4.9667,39.8333,N/A
666,domoni,KM,73.99,few clouds,-12.2569,44.5319,Al Djadid
668,saint-marc-des-carrieres,CA,51.22,overcast clouds,46.6834,-72.0491,Larguer les samares
669,kasongo-lunda,CD,70.57,overcast clouds,-6.4667,16.8167,N/A
670,berberati,CF,66.94,light rain,4.2612,15.7922,MAIRIE DE BERBERATI
671,tsaratanana,MG,65.14,clear sky,-16.7833,47.65,N/A
672,acarau,BR,78.42,scattered clouds,-2.8856,-40.12,castelo pizzaria
674,aswan,EG,73.56,clear sky,24.0934,32.907,Nuba Nile
